Class,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17
sadness,think,new,friend,,,,,,,,,,,,,,
sadness,bird,fli,window,parent,hous,snap,poor,neck,get,buri,,,,,,,
sadness,look,window,depress,signific,beauti,,,,,,,,,,,,
sadness,think,forget,last,night,hardli,twitter,phone,signific,even,,,,,,,,
sadness,day,tweet,twitter,network,glitch,stori,mix,wrong,remain,deliv,ea,,,,,,
sadness,go,back,much,earli,expect,bye,bye,bay,area,,,,,,,,
sadness,cover,slow,today,lone,,,,,,,,,,,,,
sadness,sorri,,,,,,,,,,,,,,,,
sadness,none,peopl,talk,class,go,signific,bore,period,,,,,,,,,
sadness,want,anymor,,,,,,,,,,,,,,,
sadness,get,hockey,team,realli,think,name,team,name,sad,,,,,,,,
sadness,suffer,updat,packag,develop,packag,holiday,,,,,,,,,,,
sadness,heart,hurt,imagin,shit,skin,twenti,stuff,shame,,,,,,,,,
sadness,think,comput,sick,,,,,,,,,,,,,,
sadness,shame,job,think,work,big,money,pay,,,,,,,,,,
sadness,feel,inspir,today,suppos,ham,concert,tonight,,,,,,,,,,
sadness,welcom,stuck,juri,duti,today,,,,,,,,,,,,
sadness,weather,aw,want,curl,read,book,day,,,,,,,,,,
sadness,sad,see,glib,,,,,,,,,,,,,,
sadness,day,open,know,everyon,leav,today,,,,,,,,,,,
sadness,happi,bunni,,,,,,,,,,,,,,,
sadness,still,shout,spider,,,,,,,,,,,,,,
sadness,time,pack,work,much,time,twitter,thank,follow,back,later,,,,,,,
sadness,minstrel,grab,petrol,station,head,back,work,delici,,,,,,,,,
sadness,hope,nice,feel,past,week,dog,pass,,,,,,,,,,
sadness,sigh,die,afternoon,miss,even,chanc,parad,yet,,,,,,,,,
sadness,anyon,ever,heavi,feel,sad,heart,that,case,rite,,,,,,,,
sadness,want,go,sit,park,realli,paint,bathroom,,,,,,,,,,
sadness,go,funer,today,friend,classmat,die,car,wreck,last,,,,,,,,
sadness,rain,signific,hard,get,motiv,,,,,,,,,,,,
sadness,wish,yesterday,,,,,,,,,,,,,,,
sadness,bore,well,see,get,friend,,,,,,,,,,,,
sadness,note,self,ever,leav,pro,stupid,fell,,,,,,,,,,
sadness,head,gym,group,guy,use,go,quit,well,make,terribl,sad,,,,,,
sadness,noth,yoga,clear,mind,make,realiz,crappi,thing,realli,,,,,,,,
sadness,dream,actual,happen,last,night,,,,,,,,,,,,
sadness,last,day,work,tend,,,,,,,,,,,,,
sadness,come,back,visit,china,home,,,,,,,,,,,,
sadness,ugh,miser,look,day,degre,summer,go,,,,,,,,,,
sadness,spend,morn,watch,gloriou,signific,funni,studi,thou,,,,,,,,,
sadness,gut,wont,repair,faulti,due,non,exist,water,damag,,,,,,,,
sadness,know,rule,say,alway,point,knife,away,learn,lesson,straight,finger,,,,,,
sadness,think,cheap,sunglass,fall,apart,oh,well,,,,,,,,,,
sadness,get,bore,walk,stair,,,,,,,,,,,,,
sadness,get,ton,mail,drive,insan,,,,,,,,,,,,
sadness,keyboard,cat,dead,year,play,keyboard,cat,,,,,,,,,,
sadness,feel,alon,moment,go,leav,,,,,,,,,,,,
sadness,regist,lose,friend,,,,,,,,,,,,,,
sadness,good,news,flat,great,regul,temp,heat,bad,news,sod,love,outsid,work,,,,
sadness,peopl,talk,go,,,,,,,,,,,,,,
sadness,unfortun,leav,hous,time,,,,,,,,,,,,,
sadness,extra,sleep,nice,play,havoc,day,list,,,,,,,,,,
sadness,get,phone,take,away,,,,,,,,,,,,,
sadness,cat,miss,day,freak,,,,,,,,,,,,,
sadness,worm,escap,die,bum,,,,,,,,,,,,,
sadness,dam,vote,win,anyth,,,,,,,,,,,,,
sadness,sick,suck,,,,,,,,,,,,,,,
sadness,finish,final,step,closer,end,,,,,,,,,,,,
sadness,leg,broke,wait,go,,,,,,,,,,,,,
sadness,bummer,miss,swift,today,show,plan,day,,,,,,,,,,
sadness,wale,quad,want,outsid,fun,,,,,,,,,,,,
sadness,class,keen,guess,wait,next,summer,bummer,,,,,,,,,,
sadness,still,train,rise,appli,apart,last,night,lose,job,,,,,,,,
sadness,dare,laugh,loud,cri,hair,,,,,,,,,,,,
sadness,get,coupon,regist,,,,,,,,,,,,,,
sadness,horribl,dream,last,night,also,employ,sigh,,,,,,,,,,
sadness,sorri,unsoci,load,stock,shop,mum,make,,,,,,,,,,
sadness,traffic,jam,rubbish,anyon,know,go,stuck,direct,,,,,,,,,
sadness,gorgeou,day,home,time,week,depress,thought,,,,,,,,,,
sadness,good,morn,folk,day,go,sadli,day,giro,mean,tour,far,away,,,,,
sadness,drop,girl,get,heart,sure,leav,broke,bleed,know,turn,back,lo,,,,,
sadness,march,come,slow,heartbeat,,,,,,,,,,,,,
sadness,final,back,stupid,holiday,miss,fit,bar,men,,,,,,,,,
sadness,ooh,bell,weekend,ink,stress,contest,year,miss,,,,,,,,,
sadness,sat,sunbath,bomb,church,day,left,miss,,,,,,,,,,
sadness,sit,girl,nerv,yo,,,,,,,,,,,,,
sadness,well,week,left,holiday,sad,sad,,,,,,,,,,,
sadness,thank,stick,extra,tho,signific,link,work,,,,,,,,,,
sadness,puffi,,,,,,,,,,,,,,,,
sadness,signific,sorri,hear,disast,,,,,,,,,,,,,
sadness,raini,day,today,car,signific,stick,hous,need,go,post,offic,bastard,,,,,
sadness,thank,cold,shower,help,,,,,,,,,,,,,
sadness,miss,devil,wear,sad,,,,,,,,,,,,,
sadness,hairstylist,leav,salon,tell,go,damn,,,,,,,,,,,
sadness,probabl,hate,happen,,,,,,,,,,,,,,
sadness,nightmar,,,,,,,,,,,,,,,,
sadness,ugh,back,work,today,,,,,,,,,,,,,
sadness,hate,young,,,,,,,,,,,,,,,
sadness,hate,writer,director,product,,,,,,,,,,,,,
sadness,sir,put,honey,,,,,,,,,,,,,,
sadness,besid,strep,year,reason,tire,anyth,els,,,,,,,,,,
sadness,darn,keep,forget,darn,,,,,,,,,,,,,
sadness,well,piss,get,site,come,phone,,,,,,,,,,,
sadness,failur,use,drive,,,,,,,,,,,,,,
sadness,want,go,birthday,,,,,,,,,,,,,,
sadness,tri,morn,sadli,,,,,,,,,,,,,,
sadness,long,walk,heat,hate,,,,,,,,,,,,,
sadness,princess,today,friend,cook,perfect,even,work,suck,ob,,,,,,,,
sadness,watch,devil,wear,want,live,new,citi,ever,signific,poor,,,,,,,
sadness,wonder,get,,,,,,,,,,,,,,,
sadness,scar,exhibit,,,,,,,,,,,,,,,
sadness,ran,bathroom,pass,mayb,nice,today,,,,,,,,,,,
sadness,effort,time,put,relationship,peopl,learn,enough,trust,anyon,,,,,,,,
sadness,garden,window,far,hot,,,,,,,,,,,,,
sadness,okay,lie,mean,time,next,week,much,long,miss,mommi,,,,,,,
sadness,wish,get,,,,,,,,,,,,,,,
sadness,bad,net,issu,wed,signific,broadcast,tonight,tho,tune,new,anthem,bad,mix,,,,
sadness,someon,steal,new,laptop,airport,even,use,guess,economi,breed,new,set,,,,,
sadness,tan,bad,prob,rain,,,,,,,,,,,,,
sadness,think,sure,due,wear,next,noth,horrif,weather,wed,,,,,,,,
sadness,stomach,hurt,sadli,gym,class,afternoon,,,,,,,,,,,
sadness,wish,,,,,,,,,,,,,,,,
sadness,cab,signific,slow,signific,probabl,miss,first,beer,,,,,,,,,
sadness,creeper,feel,disappoint,damn,skill,privaci,,,,,,,,,,,
sadness,get,weird,dog,,,,,,,,,,,,,,
sadness,even,know,upset,right,,,,,,,,,,,,,
sadness,get,,,,,,,,,,,,,,,,
sadness,sorta,need,somehow,forget,la,practic,ethic,exam,self,impos,revis,time,,,,,
sadness,help,day,start,get,sick,,,,,,,,,,,,
sadness,oh,poop,stupid,twitter,let,put,new,pictur,,,,,,,,,
sadness,chick,wont,shut,stop,chirp,sit,bloodi,thing,,,,,,,,,
sadness,head,start,ach,reinstal,oper,system,comput,,,,,,,,,,
sadness,pictur,make,everyday,,,,,,,,,,,,,,
sadness,blue,anew,citi,play,that,sad,news,,,,,,,,,,
sadness,stupid,rain,picnic,till,tomorrow,,,,,,,,,,,,
sadness,want,go,home,senior,,,,,,,,,,,,,
sadness,myer,indefinit,injur,hip,,,,,,,,,,,,,
sadness,rain,ever,go,puppi,get,cabin,fever,like,go,rain,,,,,,,
sadness,cri,signific,hard,,,,,,,,,,,,,,
sadness,tummi,ach,,,,,,,,,,,,,,,
sadness,busi,ugh,larg,headach,,,,,,,,,,,,,
sadness,mine,comeback,show,beer,hous,,,,,,,,,,,,
sadness,miss,,,,,,,,,,,,,,,,
sadness,bad,day,close,rel,die,signific,wont,go,,,,,,,,,
sadness,suck,save,,,,,,,,,,,,,,,
sadness,bad,grade,,,,,,,,,,,,,,,
sadness,pocket,edg,network,sob,,,,,,,,,,,,,
sadness,well,get,cupcak,connect,mobil,network,card,corrupt,,,,,,,,,
sadness,head,farm,want,wan,stay,talk,boyfriend,stupid,mom,make,go,,,,,,
sadness,look,doubt,parent,fork,amount,,,,,,,,,,,,
sadness,someth,area,make,tonsil,swell,everyday,get,feel,slightli,miser,do,,,,,,
sadness,agre,bacon,cupcak,rather,drive,shop,instead,offic,,,,,,,,,
sadness,make,sad,follow,someon,convers,similar,follow,,,,,,,,,,
sadness,video,multipli,saw,video,sang,best,friend,miss,miss,come,back,wherev,,,,,
sadness,sad,probabl,never,see,mac,,,,,,,,,,,,
sadness,feel,guilti,think,fault,hard,drive,die,,,,,,,,,,
sadness,messag,cheer,,,,,,,,,,,,,,,
sadness,costum,shop,clean,starv,bring,food,,,,,,,,,,,
sadness,curs,ridicul,slow,work,dang,imag,load,,,,,,,,,,
sadness,need,shop,partner,today,,,,,,,,,,,,,
sadness,unfortun,nowher,beach,area,,,,,,,,,,,,,
sadness,darn,suppos,haiku,format,fail,,,,,,,,,,,,
sadness,walk,grand,peep,laugh,loud,feet,realli,hurt,think,kiss,,,,,,,
sadness,broadcast,lunch,bandwidth,room,,,,,,,,,,,,,
sadness,busi,work,today,social,,,,,,,,,,,,,
sadness,break,girlfriend,feel,lone,heartbroken,sad,time,guy,,,,,,,,,
sadness,mall,work,turn,depress,place,,,,,,,,,,,,
sadness,realli,despair,whole,copyright,situat,visual,impair,mean,deserv,read,,,,,,,
sadness,wait,,,,,,,,,,,,,,,,
sadness,wife,lose,sprint,blackberri,bike,ride,anyon,extra,lay,,,,,,,,
sadness,signific,conjunct,left,eye,sign,someth,wrong,deserv,laugh,loud,die,peopl,,,,,
sadness,disappoint,chocol,block,get,small,,,,,,,,,,,,
sadness,miss,babi,,,,,,,,,,,,,,,
sadness,camera,,,,,,,,,,,,,,,,
sadness,back,kill,stupid,softbal,,,,,,,,,,,,,
sadness,stick,traffic,jam,somewhat,start,situat,day,sad,realli,,,,,,,,
sadness,ironi,ford,mustang,keep,car,,,,,,,,,,,,
sadness,wan,miss,show,guy,kick,sad,say,plane,shop,,,,,,,,
sadness,confer,call,arrang,today,blow,leav,earli,window,,,,,,,,,
sadness,bore,class,wan,go,home,,,,,,,,,,,,
sadness,hurt,bring,joy,see,cri,know,love,anyth,yet,break,heart,everyday,,,,,
sadness,rip,offic,god,continu,bless,famili,wit,cop,kill,cop,see,thing,happen,wire,,,
sadness,want,see,drag,hell,get,feel,none,friend,go,,,,,,,,
sadness,make,next,time,glad,product,,,,,,,,,,,,
sadness,let,download,co,say,littl,cri,,,,,,,,,,,
sadness,engulf,tell,buy,signific,damn,shoe,,,,,,,,,,,
sadness,tough,time,,,,,,,,,,,,,,,
sadness,upset,see,go,today,miss,huge,alreadi,ye,hour,,,,,,,,
sadness,oh,man,get,work,start,mine,hour,fair,,,,,,,,,
sadness,signific,sad,dad,die,mean,worri,,,,,,,,,,,
sadness,yep,sadli,min,meet,,,,,,,,,,,,,
sadness,damn,miss,best,friend,,,,,,,,,,,,,
sadness,guy,day,ill,tomorrow,butt,see,,,,,,,,,,,
sadness,go,stop,tweet,studi,,,,,,,,,,,,,
sadness,miss,jeep,bum,ride,dread,horrid,boo,,,,,,,,,,
sadness,damn,fallout,hard,game,,,,,,,,,,,,,
sadness,film,come,camera,break,,,,,,,,,,,,,
sadness,think,break,heart,sound,,,,,,,,,,,,,
sadness,dammit,cant,watch,stadium,music,,,,,,,,,,,,
sadness,lay,bed,sore,domino,wan,work,today,,,,,,,,,,
sadness,laugh,loud,go,realli,hobbit,mum,keep,beck,,,,,,,,,
sadness,rain,go,jog,hous,gym,,,,,,,,,,,,
sadness,thought,go,fun,day,,,,,,,,,,,,,
sadness,felt,tooth,brace,bracket,get,hype,,,,,,,,,,,
sadness,unsung,stori,signific,sad,,,,,,,,,,,,,
sadness,feel,shit,,,,,,,,,,,,,,,
sadness,get,peopl,let,skip,sci,wast,parent,money,fair,,,,,,,,
sadness,knee,sore,,,,,,,,,,,,,,,
sadness,coffe,get,cold,blah,,,,,,,,,,,,,
sadness,lose,phone,,,,,,,,,,,,,,,
sadness,keep,tri,hurt,tear,cri,past,month,enough,,,,,,,,,
sadness,alway,sunni,day,possibl,outsid,life,get,,,,,,,,,,
sadness,get,peopl,let,skip,sci,wast,parent,money,fair,,,,,,,,
sadness,wrong,last,night,,,,,,,,,,,,,,
sadness,sell,mediev,trade,sad,,,,,,,,,,,,,
sadness,order,new,comput,unfortun,get,end,,,,,,,,,,,
sadness,print,new,badg,work,pictur,take,signific,mani,ugli,,,,,,,,
sadness,well,anyway,manag,co,music,talent,horribl,thing,say,rove,,,,,,,
sadness,fail,cook,late,sad,cook,less,armi,need,practic,flour,tortilla,,,,,,
sadness,need,get,back,daili,tweet,hiatu,suck,also,suck,interrupt,show,air,,,,,
sadness,god,open,cloud,say,hate,josh,,,,,,,,,,,
sadness,job,suck,,,,,,,,,,,,,,,
sadness,signific,signific,tire,,,,,,,,,,,,,,
sadness,signific,pretti,take,hour,,,,,,,,,,,,,
sadness,bummer,go,tri,make,commit,afraid,get,way,next,time,hope,,,,,,
sadness,signific,upset,,,,,,,,,,,,,,,
sadness,life,suck,,,,,,,,,,,,,,,
sadness,coverag,sky,dish,realli,realli,bad,moment,block,place,realli,annoy,,,,,,
sadness,comput,die,,,,,,,,,,,,,,,
sadness,confer,call,hp,give,invalid,pass,code,signific,attend,,,,,,,,
sadness,dead,bore,also,dead,poor,student,life,piss,take,,,,,,,,
sadness,massiv,headach,,,,,,,,,,,,,,,
sadness,oh,crash,ball,pump,,,,,,,,,,,,,
sadness,horribl,laugh,,,,,,,,,,,,,,,
sadness,oh,signific,tire,,,,,,,,,,,,,,
sadness,well,that,exam,fail,go,,,,,,,,,,,,
sadness,peopl,suck,cri,anim,die,natur,show,peopl,sick,hunt,endang,speci,,,,,
sadness,annoy,make,girl,follow,sport,look,dumb,,,,,,,,,,
sadness,everyth,annoy,today,,,,,,,,,,,,,,
sadness,cri,real,tear,,,,,,,,,,,,,,
sadness,blow,torch,break,real,bummer,,,,,,,,,,,,
sadness,signific,sad,go,miss,see,year,,,,,,,,,,,
sadness,hate,move,,,,,,,,,,,,,,,
sadness,boo,,,,,,,,,,,,,,,,
sadness,get,broken,,,,,,,,,,,,,,,
surprise,get,news,,,,,,,,,,,,,,,
surprise,day,month,leav,leav,download,,,,,,,,,,,,
surprise,hear,thunder,,,,,,,,,,,,,,,
surprise,vs,fat,food,winner,fat,food,ill,beat,,,,,,,,,
surprise,dream,pretti,pretti,beach,beach,wake,,,,,,,,,,,
surprise,heck,garag,man,get,ask,,,,,,,,,,,,
surprise,complet,quiz,time,morn,especi,morn,,,,,,,,,,,
surprise,place,unit,tourist,start,today,,,,,,,,,,,,
surprise,aw,let,secret,,,,,,,,,,,,,,
surprise,sorri,think,stick,least,compar,use,look,,,,,,,,,,
surprise,think,signific,much,work,,,,,,,,,,,,,
surprise,gap,year,go,signific,quick,,,,,,,,,,,,
surprise,oh,hug,,,,,,,,,,,,,,,
surprise,suppos,bk,tho,,,,,,,,,,,,,,
surprise,oh,night,,,,,,,,,,,,,,,
surprise,nope,sleep,caus,live,east,coast,,,,,,,,,,,
surprise,oh,god,tweet,much,today,sad,,,,,,,,,,,
surprise,realli,sleepi,bore,right,word,much,work,,,,,,,,,,
surprise,tee,suppos,,,,,,,,,,,,,,,
surprise,get,home,work,finish,clean,need,eat,dinner,know,want,ugh,oh,well,eat,,,
surprise,deep,,,,,,,,,,,,,,,,
surprise,fee,complet,sale,suck,,,,,,,,,,,,,
surprise,wonder,show,,,,,,,,,,,,,,,
surprise,cant,use,blackberri,today,suck,,,,,,,,,,,,
surprise,laugh,loud,cant,drink,,,,,,,,,,,,,
surprise,bill,twitter,,,,,,,,,,,,,,,
surprise,sweet,miss,age,much,,,,,,,,,,,,,
surprise,saw,fox,get,freeway,hope,go,home,,,,,,,,,,
surprise,recap,get,talent,seem,talent,,,,,,,,,,,,
surprise,final,server,phoenix,fuck,,,,,,,,,,,,,
surprise,math,quiz,meow,allergi,meow,allergi,,,,,,,,,,,
surprise,bad,dream,,,,,,,,,,,,,,,
surprise,signific,wish,game,live,stupid,channel,laugh,loud,,,,,,,,,
surprise,wow,hurt,way,bad,think,,,,,,,,,,,,
surprise,down,tomorrow,,,,,,,,,,,,,,,
surprise,polic,end,parti,start,,,,,,,,,,,,,
surprise,oh,god,never,see,ring,ass,movi,,,,,,,,,,
surprise,get,jealou,,,,,,,,,,,,,,,
surprise,josh,call,big,bucket,ugli,wish,luck,audit,tweet,,,,,,,,
surprise,perfect,tri,self,learn,go,signific,well,,,,,,,,,,
surprise,fuck,wast,deodor,compani,let,funk,ya,,,,,,,,,,
surprise,ouch,earphon,shock,,,,,,,,,,,,,,
surprise,bah,think,fan,page,get,,,,,,,,,,,,
surprise,fuck,cold,north,yesterday,,,,,,,,,,,,,
surprise,dog,eye,seem,bad,fork,new,wash,machin,signific,vet,bill,top,eh,,,,
surprise,laugh,figur,keep,year,need,viru,softwar,get,fix,sigh,,,,,,,
surprise,need,,,,,,,,,,,,,,,,
surprise,caus,chang,man,,,,,,,,,,,,,,
surprise,hard,real,radio,play,great,music,,,,,,,,,,,
surprise,jealou,get,see,,,,,,,,,,,,,,
surprise,bore,signific,bore,noth,slouch,comput,day,long,,,,,,,,,
surprise,go,watch,shorti,street,prison,break,marathon,bed,mayb,nobodi,,,,,,,
surprise,dream,princ,charm,tonight,see,everyth,go,back,normal,realli,hope,signific,,,,,
surprise,wow,friend,twitter,,,,,,,,,,,,,,
surprise,oh,wow,ouch,,,,,,,,,,,,,,
surprise,riversid,,,,,,,,,,,,,,,,
surprise,sad,,,,,,,,,,,,,,,,
surprise,miss,go,summer,take,,,,,,,,,,,,,
surprise,shoot,still,aliv,,,,,,,,,,,,,,
surprise,oop,open,,,,,,,,,,,,,,,
surprise,still,rain,least,cute,,,,,,,,,,,,,
surprise,way,fast,,,,,,,,,,,,,,,
surprise,know,huh,,,,,,,,,,,,,,,
surprise,surpris,probabl,know,,,,,,,,,,,,,,
surprise,carter,say,video,privat,fuck,,,,,,,,,,,,
surprise,lame,say,hello,,,,,,,,,,,,,,
surprise,go,swim,phone,beach,laugh,loud,signific,lose,contact,,,,,,,,
surprise,signific,guess,,,,,,,,,,,,,,,
surprise,wow,sleep,till,good,job,,,,,,,,,,,,
surprise,signific,male,stripper,,,,,,,,,,,,,,
surprise,wow,pancak,mix,,,,,,,,,,,,,,
surprise,hey,link,work,,,,,,,,,,,,,,
surprise,work,weekend,,,,,,,,,,,,,,,
surprise,get,find,,,,,,,,,,,,,,,
surprise,enough,pizza,order,signific,get,pizza,delight,,,,,,,,,,
surprise,back,van,transmiss,dead,,,,,,,,,,,,,
surprise,oh,poor,car,testicl,,,,,,,,,,,,,
surprise,announc,last,day,due,cancer,think,,,,,,,,,,,
surprise,oh,play,,,,,,,,,,,,,,,
surprise,smell,cake,see,cake,oven,,,,,,,,,,,,
surprise,damn,laugh,loud,head,,,,,,,,,,,,,
surprise,present,senior,board,fuck,life,,,,,,,,,,,,
surprise,twitter,extend,number,limit,littl,bit,,,,,,,,,,,
surprise,think,town,,,,,,,,,,,,,,,
surprise,ah,god,fudg,cooki,boo,,,,,,,,,,,,
surprise,wake,morn,want,leav,bed,,,,,,,,,,,,
surprise,damn,hot,weather,freez,oz,moment,miss,summer,,,,,,,,,
surprise,oh,god,seat,way,far,back,like,,,,,,,,,,
surprise,wonder,get,respond,list,,,,,,,,,,,,,
surprise,realli,yeah,soon,,,,,,,,,,,,,,
surprise,steak,burrito,bowl,right,wish,lazi,go,,,,,,,,,,
surprise,realli,get,rid,sad,,,,,,,,,,,,,
surprise,hey,feel,signific,good,caus,get,car,yesterday,,,,,,,,,
surprise,signific,new,,,,,,,,,,,,,,,
surprise,want,see,termin,everyon,alreadi,see,,,,,,,,,,,
surprise,talk,good,idea,go,buy,gift,friend,signific,,,,,,,,,
surprise,dude,goo,,,,,,,,,,,,,,,
surprise,littl,girl,get,talent,actual,love,ant,,,,,,,,,,
surprise,that,get,start,,,,,,,,,,,,,,
surprise,find,close,work,backup,plan,,,,,,,,,,,,
surprise,guess,realli,,,,,,,,,,,,,,,
surprise,littl,girl,peopl,feel,sorri,,,,,,,,,,,,
surprise,carrier,anymor,,,,,,,,,,,,,,,
surprise,absolut,noth,eat,hous,epic,fail,,,,,,,,,,,
surprise,wake,saw,sun,need,start,wake,earli,,,,,,,,,,
surprise,got,excit,saw,bag,place,cooki,usual,live,get,unfortun,new,prescript,,,,,
surprise,suppos,ms,,,,,,,,,,,,,,,
surprise,find,want,abl,go,see,daddi,tomorrow,leav,activ,tomorrow,morn,suck,,,,,
surprise,stick,traffic,boo,,,,,,,,,,,,,,
surprise,headach,wan,see,,,,,,,,,,,,,,
surprise,one,,,,,,,,,,,,,,,,
surprise,label,sorri,know,realli,needi,,,,,,,,,,,,
surprise,darn,thought,mean,white,,,,,,,,,,,,,
surprise,broth,concentr,mix,pork,beef,bone,signific,think,miss,point,,,,,,,
surprise,good,wood,ranch,time,,,,,,,,,,,,,
surprise,go,,,,,,,,,,,,,,,,
surprise,still,stay,want,,,,,,,,,,,,,,
surprise,oh,god,someth,spooki,twitter,,,,,,,,,,,,
surprise,sell,,,,,,,,,,,,,,,,
surprise,amaz,wife,updat,lock,hard,convinc,peopl,follow,protect,profil,,,,,,,
surprise,screen,green,start,yesterday,miss,,,,,,,,,,,,
surprise,good,god,fit,swear,word,charact,,,,,,,,,,,
surprise,believ,guy,stay,day,,,,,,,,,,,,,
surprise,get,first,lesson,rain,meet,white,shirt,man,tell,bra,time,,,,,,
surprise,blood,drive,area,keep,look,,,,,,,,,,,,
surprise,dammit,need,new,cupcak,tin,,,,,,,,,,,,
surprise,oh,noe,hard,disk,die,,,,,,,,,,,,
surprise,boo,anim,collect,alreadi,sell,guess,miss,show,,,,,,,,,
surprise,get,do,even,lab,that,leav,cant,figur,fuck,life,,,,,,,
surprise,wow,thank,advanc,clip,second,,,,,,,,,,,,
surprise,oh,dear,select,bad,bit,highlight,soprano,guy,,,,,,,,,
surprise,oh,god,view,,,,,,,,,,,,,,
surprise,eat,rice,,,,,,,,,,,,,,,
surprise,oh,jealou,surpris,,,,,,,,,,,,,,
surprise,okay,idea,,,,,,,,,,,,,,,
surprise,fuck,cut,finger,,,,,,,,,,,,,,
surprise,stop,,,,,,,,,,,,,,,,
surprise,rich,man,amaz,realli,bother,school,,,,,,,,,,,
surprise,wish,go,exam,day,one,go,signific,allow,tour,next,year,,,,,,
surprise,welcom,sweeti,anytim,need,find,way,get,follow,mani,,,,,,,,
surprise,know,final,sad,read,book,year,,,,,,,,,,,
surprise,know,reason,,,,,,,,,,,,,,,
surprise,get,home,surpris,smile,hug,kiss,wait,,,,,,,,,,
surprise,go,mass,write,coupl,paper,boo,,,,,,,,,,,
surprise,get,right,know,find,come,cri,realli,suck,still,happi,headlin,,,,,,
surprise,bad,dream,ever,weird,think,thought,subconsci,,,,,,,,,,
surprise,need,get,ticket,know,happen,,,,,,,,,,,,
surprise,listen,back,love,song,meet,tomorrow,go,swim,sorri,,,,,,,,
surprise,headphon,go,kaput,want,buy,new,one,buy,instead,work,appl,,,,,,
surprise,almost,time,say,good,bye,miss,,,,,,,,,,,
surprise,first,fail,cant,tweet,phone,oh,love,work,phone,,,,,,,,
surprise,get,home,last,day,school,graduat,tomorrow,,,,,,,,,,
surprise,singer,oasi,right,mean,never,think,hat,,,,,,,,,,
surprise,laugh,loud,nice,today,total,wake,wast,day,work,thing,project,,,,,,
surprise,locat,thing,option,includ,locat,use,laugh,loud,,,,,,,,,
surprise,oh,anymor,,,,,,,,,,,,,,,
surprise,get,puppi,cool,realli,,,,,,,,,,,,,
surprise,take,teas,lesson,guy,fair,laugh,loud,oh,well,wait,patient,,,,,,
surprise,wow,teacher,call,skunk,caus,hair,,,,,,,,,,,
surprise,yet,crazi,ass,play,nice,anymor,think,think,war,,,,,,,,
surprise,enjoy,pathet,tini,music,collect,rearrang,room,still,littl,tire,shorten,grass,frog,,,,
surprise,tummi,hurt,,,,,,,,,,,,,,,
surprise,good,thank,let,know,earli,ate,alreadi,,,,,,,,,,
surprise,cant,get,one,,,,,,,,,,,,,,
surprise,say,home,signific,count,,,,,,,,,,,,,
surprise,oh,god,nightmar,,,,,,,,,,,,,,
surprise,jealou,want,see,film,,,,,,,,,,,,,
surprise,think,haircut,bad,look,yesterday,still,bad,tho,,,,,,,,,
surprise,quiet,,,,,,,,,,,,,,,,
surprise,car,oh,,,,,,,,,,,,,,,
surprise,wow,scari,statist,,,,,,,,,,,,,,
surprise,love,surpris,never,surpris,,,,,,,,,,,,,
surprise,wont,get,paperboy,virtual,consol,,,,,,,,,,,,
surprise,twitter,today,hour,work,weekend,woo,,,,,,,,,,,
surprise,awesom,man,damn,sent,affili,link,laugh,loud,oh,well,,,,,,,
surprise,dollar,salad,,,,,,,,,,,,,,,
surprise,wish,sister,live,,,,,,,,,,,,,,
surprise,wonder,boyfriend,call,week,think,end,come,,,,,,,,,,
surprise,burnt,,,,,,,,,,,,,,,,
surprise,oh,man,good,someth,fix,ugh,stupid,,,,,,,,,,
surprise,boss,call,,,,,,,,,,,,,,,
surprise,love,anymor,,,,,,,,,,,,,,,
surprise,think,lose,job,fuck,life,,,,,,,,,,,,
surprise,know,mean,,,,,,,,,,,,,,,
surprise,add,collect,much,punk,bitch,ask,back,,,,,,,,,,
surprise,yup,work,,,,,,,,,,,,,,,
surprise,confus,,,,,,,,,,,,,,,,
surprise,wee,get,talent,,,,,,,,,,,,,,
surprise,crutch,,,,,,,,,,,,,,,,
surprise,hell,suppos,tonight,show,,,,,,,,,,,,,
surprise,probabl,make,,,,,,,,,,,,,,,
surprise,quit,upset,realli,look,think,someth,that,unfair,,,,,,,,,
surprise,wake,dream,new,email,sadli,dream,,,,,,,,,,,
surprise,custom,tell,girlfriend,run,dog,today,sad,,,,,,,,,,
surprise,saw,sound,good,hair,,,,,,,,,,,,,
surprise,doggon,get,hour,nap,realli,want,chicken,wing,,,,,,,,,
surprise,yeah,fuck,noggin,take,,,,,,,,,,,,,
surprise,fun,go,park,invit,laugh,loud,,,,,,,,,,,
surprise,slowli,sure,scratch,hair,allow,,,,,,,,,,,,
surprise,wow,difficult,,,,,,,,,,,,,,,
surprise,sack,plan,san,,,,,,,,,,,,,,
surprise,nice,day,stick,night,,,,,,,,,,,,,
surprise,way,access,twit,,,,,,,,,,,,,,
surprise,get,rain,hors,show,head,desk,,,,,,,,,,,
